latitude	longitude	gender resp	age	yearsset	timesttelement	Head_Household	gender_if_no	age HHH if no	marital	hh_women	hh_girls	hh_men	hh_boys	hh_childrenG	hh_childrenB	hh_total	educ	employment	selfemploment	primaryincome	sourcefromwho	incomerange	residency	flee_reason	period	disp_times	urban_rural	disabled	disability	disabled_hh	otherdisability	ccm	ccm_received	ccm_training	hum_interventions	infrastructure	nameofinfrastructure	psn_support	gov_committees	complaint_mech	ways_CFM	inaddressed	receivedfeedback	CFW_efficient	explaineff	spaces	spaces2	nfi	lastreceived	nfi_needs	nfi_access	nfi_safe	nfi_items None	nfi_items Plastic Sheets	nfi_items Nylon/Rubber Rope	nfi_items Bamboo poles	nfi_items Mosquito Net	nfi_items Blanket	nfi_items Kanga	nfi_items Sleeping Mat	nfi_items Solar Lamp	nfi_items Other	items_other	nfi_enough	nfi_enough2	emerg_shelter	cash	cash_type	cash_pay	cash_months	awareness_sess	cash_benef	cash_usage No cash received	cash_usage Buy food	cash_usage Pay debts	cash_usage Buy clothes	cash_usage Buy medicine	cash_usage Buy water	cash_usage Buy fuel	cash_usage Buy cooking gas	cash_usage School fees, uniform and school material	cash_usage Open a business	cash_usage Buy livestock	cash_usage Buy agricultural inputs (seeds, tools, fodder, fertilizer etc.)	cash_usage Savings	cash_usage Transport	cash_usage Pay rent, shelter	cash_usage Gift to neighbour or relative	bdnc	accomm	tenure_doc	agreement Oral agreement  	agreement Title deed	agreement Rental agreement	agreement O?cial letter of ownership	agreement Uno?cial letter of ownership	agreement O?cial letter of rental	agreement Uno?cial letter of rental	agreement Local authority permit	agreement Don't know	agreement Other	agreement_other	disputes	disputes_resolver	dispute_resolved	watersource	watersource_duration_a	wells	water_pay	water_treatment	borehole_rehab	water_access	rehab_effect	water_sensitization	toilet	handwash	soap	separate	sensitization	hygene_prom	handwash_times Before preparing meals	handwash_times Before serving food	handwash_times Before eating	handwash_times Before feeding a baby	handwash_times After cleaning the baby of the feaces	handwash_times After using the toilet	handwash_times After handling garbage	handwash_times After playing with children	handwash_why	handwash_item	latrine_use	hygiene_activities	wash_nfi	mhm	soap2	mhm_training	hygiene_messages	hygiene_awareness	clinic	clinic_access	clinic_satisfaction	mh_services Psychological First Aid	mh_services Counselling	mh_services Support Groups	mh_services Referral	well-being	cb_training Psychological first aid	cb_training Basic counselling	cb_training Group facilitation, mindfulness, and animation of socio-relational	cb_training Cultural and creative and arts-based activities	cb_training Sports and play	cb_training Non-formal education	ctds	basicknowledge_improvement	targeted_ass	gbv_campaigns	campaigns No message received	campaigns Drama	campaigns Door-to-door visits	campaigns Community discussions	campaigns Radio talk shows	campaigns Other	knowledge_increase	wgfs	wgfs_benefit	perception1	perception2	perception3	perception4	perception5	recommandation	remarks	county	payam	boma	village	lastrehabwhen	lastrehabwho	incomepermember	gender HHH	age HHH
7.7194789	27.9601715	Female	24	3	0	No	Male	26	Married	1	0	1	3	2	0	7	No education	Self employed	Small business	Aid	ACTED	0	IDP	Conflict	Over 2 years	Only one movement from the place of origin and now	Rural	No	0	Yes	Visual impairement	No	0	No	No	Yes	Camp, water supply	No	No	Yes	Camp report	No	0	No	There is no feedback/I wont get feedback	Yes	0	No	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	No	No	0	0	0	No	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	Formal Camp	No	0	0	0	0	0	0	1	0	0	0	0	No	0	0	Public tap/standpipe	75	1 well	0.5	Chlorination or Aquatabs	Yes	Yes	Good	Yes	Family latrine	No	0	Yes	Yes	Yes	1	1	0	1	1	1	0	0	To reduces spread/ transmission of disease	With water and soap	Yes	Yes	No	No	Yes	No	Yes	Yes	Yes	Yes	Very satisfied	1	1	1	0	Slightly increased	1	0	1	1	1	0	Yes	Slightly decrease	No	Yes	0	1	1	1	1	0	No change	No	0	Slightly decreased	Slightly decreased	No change	Slightly decreased	Slightly decreased	Help for the needy/disabled	All disabled IDPs shall be considering in the registration lists of vulunerable 	Wau	Wau North	Naviasha	Naviasha	2 years ago	IOM	0.0	Male	26
7.71909	27.9603117	Female	24	5	0	Yes	0	0	Single	2	1	1	2	1	1	8	Some Primary	Self employed	Small business	Small scale trade	0	0	IDP	Conflict	Over 2 years	Only one movement from the place of origin and now	Urban	No	0	Yes	Disabled	Yes	Camps,soap,card	Yes	Yes	Yes	Camps	Yes	Yes	Yes	Reporting complains	No	0	No	There is no feedback/I wont get feedback	Yes	0	Yes	More than 1 year ago	Yes	No	Yes	0	0	0	0	1	1	0	0	1	0	0	Yes	0	Yes	Yes	Cash for work	0	0	Yes	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	Informal Camp	No	0	0	1	0	0	0	0	0	0	0	0	No	0	0	Public tap/standpipe	15	2 wells	0.5	Chlorination or Aquatabs	Yes	Yes	Good	Yes	Family latrine	Yes	Yes	Yes	Yes	Yes	1	1	1	1	1	1	0	0	To reduces spread/ transmission of disease	With water and soap	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Very satisfied	1	1	1	0	Slightly increased	1	0	1	1	0	0	Yes	Slightly decrease	Yes	Yes	0	1	1	1	1	0	Significantly decrease	No	0	Slightly decreased	Slightly decreased	Slightly decreased	Slightly decreased	Significantly decreased	Some are living in POCs but they don't have card I need organisation decision upon that issues seriously, so important things that rules to be avoided such as Alcohol, bear,tasker, wine and drugs abused which destroying and invite alot of problems to people who living in IDPs camp,  young people used cigarette in the camp so argue to response on back the feedback. Some girls are violating parents responsibilities in POCs so you need find out the the solutions definitely. Thanks	These are very important messages from this respodent to be put on practices and get out solutions as she need	Wau	Wau North	Naviasha	Naviasha	1 year ago	IOM	0.0	Female	24
7.7187963	27.962291	Female	19	6	0	No	Male	22	Married	1	1	1	0	1	0	4	Some Primary	Self employed	Casual worker	Small scale trade	0	0	IDP	Conflict	Over 2 years	Only one movement from the place of origin and now	Urban	No	0	No	0	No	0	No	No	Yes	Camp,Public tap,Latrines	No	Yes	Yes	Politely complain but no implementation	No	0	No	There is no feedback/I wont get feedback	Yes	0	Yes	More than 1 year ago	No	Yes	No	0	0	0	0	1	0	0	0	0	0	0	No	Items received not enough	Yes	Yes	In-kind assistance	0	0	No	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	Informal Camp	No	0	0	1	0	0	0	0	0	0	0	0	No	0	0	Public tap/standpipe	0	2 wells	0.5	Chlorination or Aquatabs	Yes	Yes	Good	Yes	Family latrine	No	0	Yes	Yes	Yes	1	1	1	1	1	1	0	0	To reduces spread/ transmission of disease	With water and soap	Yes	Yes	No	No	No	No	Yes	Yes	Yes	Yes	Very satisfied	1	1	1	1	Significantly increased	1	0	1	1	0	0	Yes	Slightly decrease	No	Yes	0	0	1	1	1	0	Slightly decrease	Yes	Highly beneficial	Slightly decreased	Slightly decreased	Slightly decreased	Significantly decreased	Slightly decreased	I have no card, solar lamp, and only one mosquito net so those are most complaint	The issue of card are now most complaints I experienced from beneficiaries 	Wau	Wau North	Naviasha	Naviasha	1 year ago	IOM	0.0	Male	22
7.7175074	27.9695444	Female	37	6	0	Yes	0	0	Widowed	1	1	0	1	1	1	5	Some Primary	Self employed	Casual worker	Small scale trade	0	0	IDP	Conflict	Over 2 years	Only one movement from the place of origin and now	Urban	No	0	No	0	No	0	Yes	No	Yes	Camp, water supply	No	Yes	Yes	Reporting politely the complain	No	0	No	There is no consideration	Yes	0	No	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Yes	No	0	0	0	Yes	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	Informal Camp	No	0	0	1	0	0	0	0	0	0	0	0	No	0	0	Public tap/standpipe	0	2 wells	0.5	Chlorination or Aquatabs	Yes	Yes	Good	Yes	Family latrine	No	0	Yes	Yes	Yes	1	1	1	1	1	1	0	0	To reduces spread/ transmission of disease	With water and soap	Yes	Yes	No	No	No	No	Yes	Yes	Yes	Yes	Very satisfied	1	1	1	1	Slightly increased	1	0	1	1	1	0	Yes	Slightly decrease	No	Yes	0	1	1	1	1	0	Slightly decrease	Yes	Highly beneficial	Slightly decreased	Slightly decreased	Significantly decreased	Slightly decreased	Slightly decreased	We are living here in POCs camps with our children's and there's no schools for learning our to kids inorder to prove/ delivering us away from  suffering in the nearest future,My second message is anything bring to us in IDPs camps shall be orderly with cards, to chase away the doubt from ourselves	"I observed the lacking of cards to some IDPs invite alot of doubts
So every assistance to come should be distributing with your own ID card in POCs "	Wau	Wau North	Naviasha	Naviasha	1 year ago	IOM	0.0	Female	37
7.7188206	27.9623473	Male	39	4	0	Yes	0	0	Married	1	3	1	2	0	0	7	Some Primary	Self employed	Farmer	Land cultivation	0	0	IDP	Conflict	Over 2 years	Only one movement from the place of origin and now	Urban	No	0	No	0	Yes	Blanket, mosquito net, card	No	Yes	Yes	Camp,Public tap,Latrines	No	Yes	Yes	Reporting complains	Yes	Yes	Yes	0	Yes	0	Yes	More than 2 years ago	Yes	Yes	Yes	0	1	0	0	1	1	0	1	0	0	0	Yes	0	Yes	No	0	0	0	Yes	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	Informal Camp	No	0	0	0	0	0	0	1	0	0	0	0	No	0	0	Public tap/standpipe	0	2 wells	0.5	Chlorination or Aquatabs	Yes	Yes	Good	Yes	Family latrine	No	0	Yes	Yes	Yes	1	1	1	1	1	1	1	0	To reduces spread/ transmission of disease	With water and soap	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Satisfied	1	1	1	1	Slightly increased	1	0	1	1	1	0	No	0	Yes	Yes	0	1	1	1	1	0	Slightly decrease	No	0	Slightly decreased	Slightly decreased	Slightly decreased	Slightly decreased	Significantly decreased	On my behalf I need any assistance to help so that I will go back to our area for looking renting due to your response,	Their lives is a bit OK so please I request you Axiom ME to have a feedback on those issues 	Wau	Wau North	Naviasha	Naviasha	1 year ago	IOM	0.0	Male	39
7.71865	27.9621867	Female	30	6	0	Yes	0	0	Divorced	3	2	0	3	0	2	10	Some Primary	Self employed	Casual worker	Small scale trade	0	0	IDP	Conflict	Over 2 years	Only one movement from the place of origin and now	Urban	No	0	No	0	Yes	Camps,Oil,Dura	No	No	Yes	Camp, water supply	No	Yes	Yes	Camp report	No	0	No	There is no feedback/I wont get feedback	Yes	0	No	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	No	Yes	In-kind assistance	0	0	No	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	Informal Camp	No	0	0	1	0	0	0	0	0	0	0	0	No	0	0	Public tap/standpipe	0	2 wells	0.5	Chlorination or Aquatabs	Yes	Yes	Good	Yes	Family latrine	Yes	Yes	Yes	Yes	Yes	1	1	1	1	1	1	0	0	To reduces spread/ transmission of disease	With water and soap	Yes	Yes	No	No	Yes	No	Yes	Yes	Yes	Yes	Very satisfied	1	1	1	0	Slightly increased	0	0	1	1	0	0	No	0	No	Yes	0	1	1	1	1	0	Slightly decrease	No	0	Slightly decreased	Slightly decreased	Slightly decreased	Slightly decreased	Slightly decreased	I only want to request you from Just Helping in Assistance	I request Helping Most Affected People 	Wau	Wau North	Naviasha	Naviasha	1 month ago	IOM	0.0	Female	30
7.7188154	27.9619759	Female	45	6	0	Yes	0	0	Widowed	4	2	1	3	2	1	13	Some Primary	Self employed	Casual worker	Aid	ACTED	0	Returnee IDP	0	0	0	Rural	Yes	Visual impairement	No	0	No	0	No	No	No	0	No	No	Yes	NA(mentioned a complain instead)	No	0	No	There is no feedback/I wont get feedback	Yes	0	No	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	No	No	0	0	0	Yes	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	Informal Camp	No	0	0	1	0	0	0	0	0	0	0	0	No	0	0	Public tap/standpipe	75	2 wells	0.5	Chlorination or Aquatabs	Yes	Yes	Good	Yes	Family latrine	Yes	Yes	Yes	Yes	Yes	1	1	1	1	1	1	0	0	To reduces spread/ transmission of disease	With water and soap	Yes	Yes	No	No	Yes	No	Yes	Yes	Yes	Yes	Not satisfied	1	1	1	0	Slightly increased	0	0	1	1	1	0	Yes	Significantly decrease	No	Yes	0	0	1	1	1	0	Slightly decrease	No	0	Slightly decreased	Slightly decreased	Slightly decreased	Slightly decreased	Slightly decreased	"Message is Because No school to my children.
I have no power to provide kind of assistance. 
I have very Population but no enough feeding for food. 
This assistance of kits haven't reached me."	I have strong comments for you to recommended is because of School specially to their children 	Wau	Wau North	Naviasha	Naviasha	0		0.0	Female	45
7.719756	27.9619864	Male	69	5	0	Yes	0	0	Single	0	0	1	0	0	0	1	Completed secondary	Unemployed	0	Land cultivation	0	0	IDP	Conflict	Over 2 years	Only one movement from the place of origin and now	Urban	Yes	Physical impairment	No	0	Yes	Water supplies, construction of shelters, drainage, helping people with disabilities in the camp here	No	No	No	0	Yes	No	No	0	Yes	Yes	Yes	0	Yes	0	Yes	More than 2 years ago	Yes	Yes	Yes	0	1	0	0	1	1	1	1	1	1	Buckets,cups,saucepans,plates	Yes	0	Yes	Yes	Unconditional cash	30000	2 months	No	Yes	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	No	Formal Camp	No	0	0	0	0	0	0	0	0	0	1	Staying free	No	0	0	Public tap/standpipe	48	3 wells	0.0	None	No	0	0	Yes	Communal latrine	No	0	Yes	No	No	1	1	1	0	0	1	1	0	To be clean	With water and soap	Yes	No	Yes	No	Yes	No	No	No	Yes	Yes	Very satisfied	0	0	1	0	Significantly increased	0	0	0	0	0	1	No	0	Yes	Yes	0	1	0	1	0	0	Significantly increased	Yes	Don't know	Slightly increased	No change	Slightly increased	Significantly increased	Slightly decreased	I thanks organisation who helped me with money and I need organisation to help us one more with money for people with disabilities or people who are living with disabilities in the community.	They  need support in terms of cash or money 	Wau	Wau North	Aweil Jedid	Aweil Jedid	0		0.0	Male	69
7.7201882	27.96153	Female	53	6	0	Yes	0	0	Divorced	3	2	0	2	0	0	7	No education	Employed	0	Formal employment	0	10000	IDP	Conflict	Over 2 years	Only one movement from the place of origin and now	Urban	No	0	Yes	Mental illness	Yes	Shelter, drainage	No	No	Yes	School	Yes	No	Yes	Through community support leaders	Yes	No	No	Because if I report to them they will not look into people eyes	Yes	0	No	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	No	No	0	0	0	No	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	Formal Camp	No	0	0	0	0	0	0	0	0	0	1	No documentation	Yes	IDP committee members	Yes	Public tap/standpipe	16	3 wells	0.0	None	No	0	0	No	Communal latrine	No	0	Yes	Yes	Yes	1	1	1	0	0	1	1	0	To reduces spread/ transmission of disease	With water and soap	Yes	No	No	Yes	No	Yes	Yes	Yes	Yes	Yes	Not satisfied	0	0	1	0	Slightly increased	0	0	0	0	0	1	No	0	No	Yes	0	1	0	1	0	1	Significantly increased	Yes	Highly beneficial	Significantly increased	Slightly increased	Significantly increased	Significantly increased	No change	People who don't have card for food assistance if possible for organisation to help us with card so that we will receive food assistance	None/Nothing	Wau	Wau North	Aweil Jedid	Aweil Jedid	This week	Not Stated	1428.57142857143	Female	53
7.7197268	27.9611919	Female	33	5	0	Yes	0	0	Single	2	1	3	1	1	1	9	Some Primary	Self employed	Small business	Aid	WFP	5000	IDP	Conflict	Over 2 years	Only one movement from the place of origin and now	Urban	No	0	No	0	Yes	Latrines,roads and camp	No	No	No	0	Yes	No	No	0	No	0	Yes	0	Yes	0	Yes	More than 1 year ago	Yes	No	Yes	0	0	0	0	1	0	0	0	0	1	Bucket, soap,oil	No	We are missing saucepans, plates	No	No	0	0	0	Yes	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	Formal Camp	No	0	0	0	0	0	0	0	0	0	1	None	No	0	0	Public tap/standpipe	20	3 wells	0.0	None	No	0	0	Yes	Communal latrine	No	0	Yes	Yes	Yes	1	1	1	1	1	0	0	0	To be healthy	With water and soap	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Satisfied	0	0	1	0	Significantly increased	0	0	1	1	0	0	No	0	No	Yes	0	1	1	0	0	0	Significantly increased	Yes	Highly beneficial	Slightly increased	Significantly increased	Significantly increased	Significantly increased	Slightly increased	None	None/Nothing	Wau	Wau North	Aweil Jedid	Aweil Jedid	0		555.555555555556	Female	33
7.7196609	27.9614539	Male	59	3	0	Yes	0	0	Widowed	0	0	1	3	0	0	4	Some secondary	Unemployed	0	Land cultivation	0	6000	IDP	Conflict	Over 2 years	Two or more movement from the place of origin and now	Urban	No	0	No	0	Yes	Water, shelters and cleaning services	No	No	Yes	Hospital, latrines	No	No	No	0	Yes	No	No	There is no feedback/I wont get feedback	Yes	0	Yes	More than 1 year ago	Yes	Yes	Yes	0	0	0	0	1	1	0	1	0	0	0	Yes	0	Yes	No	0	0	0	Yes	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	Formal Camp	No	0	0	0	0	0	0	0	0	0	1	None	No	0	0	Public tap/standpipe	38	2 wells	0.0	None	No	0	0	No	Communal latrine	No	0	Yes	Yes	Yes	1	1	1	0	0	1	0	0	To be healthy	With water and soap	Yes	Yes	Yes	No	No	No	No	Yes	Yes	Yes	Very satisfied	1	1	1	0	Significantly increased	0	1	1	1	0	0	Yes	Significantly increased	No	Yes	0	1	0	0	0	0	Significantly increased	Yes	Don't know	Significantly increased	No change	Significantly increased	Significantly increased	Slightly decreased	Thank you	None/Nothing	Wau	Wau North	Aweil Jedid	Aweil Jedid	1 month ago	Not Stated	1500.0	Male	59
7.7198604	27.9621499	Male	41	5	0	Yes	0	0	Married	1	2	1	2	1	1	8	Completed secondary	Employed	0	Casual employment	0	6000	IDP	Conflict	Over 2 years	Only one movement from the place of origin and now	Urban	No	0	No	0	Yes	Complaint feedback	Yes	Yes	No	0	Yes	Yes	No	0	Yes	Yes	Yes	0	Yes	0	Yes	Within the last 3 months	Yes	Yes	Yes	0	0	0	0	1	1	1	1	0	0	0	Yes	0	Yes	Yes	Cash for work	18000	4 months	Yes	Yes	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Yes	Informal Camp	Yes	0	0	1	1	1	1	0	0	0	0	0	Yes	IDP committee members	Yes	Public tap/standpipe	5	4 wells	0.0	Chlorination or Aquatabs	Yes	No	None/Nothing	Yes	Communal latrine	No	0	No	No	No	0	1	1	1	0	1	0	0	To be clean	With water and soap	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Satisfied	0	1	1	0	Significantly increased	0	0	1	1	0	0	Yes	Slightly increased	Yes	Yes	0	1	1	0	1	0	Slightly increased	Yes	Highly beneficial	Slightly increased	Slightly increased	Significantly increased	Slightly increased	Significantly increased	We need organisation to improve on our needs	None/Nothing	Wau	Wau North	Aweil Jedid	Aweil Jedid	0		750.0	Male	41
7.7199728	27.96159616	Female	35	5	0	No	Male	42	Married	2	3	2	2	1	1	11	Some secondary	Employed	0	Casual employment	0	18000	IDP	Conflict	Over 2 years	Only one movement from the place of origin and now	Urban	No	0	No	0	Yes	Complaint feedback	Yes	Yes	No	0	Yes	Yes	No	0	Yes	Yes	Yes	0	Yes	0	Yes	Within the last 3 months	Yes	Yes	Yes	0	0	0	0	1	1	1	1	0	0	0	Yes	0	Yes	Yes	Cash for work	5000	1 Month	Yes	Yes	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	Yes	Informal Camp	Yes	0	0	1	1	1	1	0	0	0	0	0	Yes	Clan elders	Yes	Public tap/standpipe	5	3 wells	0.0	Chlorination or Aquatabs	Yes	Yes	None/Nothing	Yes	Communal latrine	No	0	No	No	No	0	1	1	1	0	1	0	0	To be healthy	With water and soap	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Satisfied	0	1	1	0	Significantly increased	0	1	1	0	0	0	Yes	Slightly increased	Yes	Yes	0	1	0	1	1	0	Significantly increased	Yes	Somewhat beneficial	Slightly increased	Significantly increased	Slightly increased	Significantly increased	Slightly increased	We need organisation to increase the project	The issues of latrines not been rehabilitated	Wau	Wau North	Naviasha	Naviasha	0		1636.36363636364	Male	42
7.71996224	27.96156228	Female	41	5	0	Yes	0	0	Married	2	3	0	2	1	0	8	Completed primary	Employed	0	Casual employment	0	14000	IDP	Conflict	Over 2 years	Only one movement from the place of origin and now	Urban	No	0	No	0	Yes	Complaint feedback	Yes	Yes	No	0	Yes	Yes	No	0	Yes	Yes	Yes	0	Yes	0	Yes	Between 3 to 6 months	Yes	Yes	Yes	0	0	0	0	1	1	1	1	0	0	0	Yes	0	Yes	Yes	Cash for work	14000	2 months	Yes	Yes	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	Yes	Informal Camp	Yes	1	1	1	0	1	1	0	0	0	0	0	Yes	IDP committee members	Yes	Public tap/standpipe	5	3 wells	0.0	Chlorination or Aquatabs	Yes	Yes	None/Nothing	Yes	Communal latrine	No	0	No	No	No	0	1	1	0	1	1	0	0	To be healthy	With water and soap	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Very satisfied	0	1	1	0	Significantly increased	0	1	1	1	0	0	Yes	Significantly increased	Yes	Yes	0	1	0	1	1	0	Slightly increased	Yes	Somewhat beneficial	Slightly increased	Significantly increased	Slightly increased	Significantly increased	Significantly increased	We need organisation to improve on our needs	The issues of latrines not been rehabilitated	Wau	Wau North	Naviasha	Naviasha	0		1750.0	Female	41
7.71961421	27.96152062	Female	45	5	0	Yes	0	0	Widowed	1	2	0	3	1	0	7	Completed primary	Employed	0	Casual employment	0	6480	IDP	Conflict	Over 2 years	Only one movement from the place of origin and now	Urban	No	0	No	0	Yes	Complaint feedback	Yes	Yes	No	0	Yes	Yes	No	0	Yes	Yes	Yes	0	Yes	0	Yes	Within the last 3 months	Yes	Yes	Yes	0	0	0	0	1	1	1	1	0	0	0	Yes	0	Yes	Yes	Cash for work	20000	2 months	Yes	Yes	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	Yes	Informal Camp	Yes	0	1	1	1	1	0	0	0	0	0	0	Yes	IDP committee members	Yes	Public tap/standpipe	8	3 wells	0.0	Chlorination or Aquatabs	Yes	No	None/Nothing	Yes	Communal latrine	No	0	No	No	No	0	1	1	1	0	1	0	0	To be healthy	With water and soap	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Satisfied	0	0	1	0	Significantly increased	0	1	1	1	0	0	Yes	Slightly increased	Yes	Yes	0	1	0	1	1	0	Significantly increased	Yes	Somewhat beneficial	Significantly increased	Slightly increased	Significantly increased	Slightly increased	Significantly increased	We need organisation to improve on our needs	The issues of latrines not been rehabilitated	Wau	Wau North	Naviasha	Naviasha	0		925.714285714286	Female	45
7.71987753	27.96168864	Female	39	4	0	Yes	0	0	Single	1	2	0	2	1	0	6	Some secondary	Employed	0	Casual employment	0	8000	IDP	Conflict	Over 2 years	Only one movement from the place of origin and now	Urban	No	0	No	0	Yes	Complaint feedback	Yes	Yes	No	0	Yes	No	No	0	Yes	Yes	Yes	0	Yes	0	Yes	Within the last 3 months	Yes	Yes	Yes	0	0	0	0	1	1	1	1	0	0	0	Yes	0	Yes	No	0	0	0	Yes	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	Informal Camp	Yes	0	0	1	1	1	0	0	0	0	0	0	Yes	IDP committee members	Yes	Public tap/standpipe	5	3 wells	0.0	Chlorination or Aquatabs	Yes	Yes	None/Nothing	Yes	Communal latrine	No	0	No	No	No	0	1	1	1	0	1	0	0	To be healthy	With water and soap	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Very satisfied	0	1	1	0	Significantly increased	0	1	1	1	0	0	No	0	Yes	Yes	0	1	0	1	1	0	Significantly decrease	Yes	Highly beneficial	Slightly increased	Significantly increased	Slightly increased	Significantly increased	Slightly increased	We need organisation to increase the project	The issues of latrines not been rehabilitated	Wau	Wau North	Naviasha	Naviasha	0		1333.33333333333	Female	39
7.72001894	27.96189384	Female	42	5	0	Yes	0	0	Married	1	2	2	1	2	1	9	Some Primary	Employed	0	Casual employment	0	14000	IDP	Conflict	Over 2 years	Only one movement from the place of origin and now	Urban	Yes	Visual impairement	Yes	Visual impairement	Yes	Complaint feedback	Yes	Yes	No	0	Yes	Yes	No	0	Yes	Yes	Yes	0	Yes	0	Yes	Within the last 3 months	Yes	Yes	Yes	0	0	0	0	1	1	1	1	0	0	0	Yes	0	Yes	Yes	Cash for work	8000	3 months	Yes	Yes	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	Yes	Informal Camp	Yes	0	1	0	1	1	0	0	0	0	0	0	Yes	IDP committee members	Yes	Public tap/standpipe	5	4 wells	0.0	Chlorination or Aquatabs	Yes	Yes	None/Nothing	Yes	Communal latrine	No	0	No	No	No	0	1	1	1	0	1	1	0	To be healthy	With water and soap	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Very satisfied	0	1	0	0	Significantly increased	0	1	1	1	0	0	Yes	Significantly increased	Yes	Yes	0	1	0	1	1	0	Significantly increased	Yes	Highly beneficial	Significantly increased	Significantly increased	Significantly increased	Significantly increased	Slightly increased	We need organisation to improve on our needs	The issues of latrines not been rehabilitated	Wau	Wau North	Naviasha	Naviasha	0		1555.55555555556	Female	42
7.71984331	27.9615379	Female	35	5	0	Yes	0	0	Widowed	1	2	0	2	1	1	7	Some secondary	Employed	0	Casual employment	0	15000	IDP	Conflict	Over 2 years	Only one movement from the place of origin and now	Urban	No	0	No	0	Yes	Complaint feedback	Yes	Yes	No	0	Yes	Yes	No	0	Yes	Yes	Yes	0	Yes	0	Yes	Within the last 3 months	Yes	Yes	Yes	0	0	0	0	1	1	1	1	0	0	0	Yes	0	Yes	Yes	Cash for work	15000	1 Month	Yes	Yes	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	Yes	Informal Camp	Yes	0	0	1	1	1	0	1	0	0	0	0	Yes	IDP committee members	Yes	Public tap/standpipe	5	3 wells	0.0	Chlorination or Aquatabs	Yes	No	None/Nothing	Yes	Communal latrine	No	0	Yes	No	No	0	1	1	1	1	0	0	0	To be healthy	With water and ash	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Very satisfied	1	1	0	0	Slightly increased	1	1	0	1	0	0	Yes	Significantly increased	Yes	Yes	0	1	1	0	1	0	Significantly increased	Yes	Somewhat beneficial	Significantly increased	Slightly increased	Significantly increased	Slightly increased	Significantly increased	We need organisation to improve on our needs	The issues of latrines not been rehabilitated	Wau	Wau North	Naviasha	Naviasha	0		2142.85714285714	Female	35
